programa_slug,programa_nombre,anio,mes,fecha_desembolso,zona,provincia,beneficiarios,monto_ejecutado_musd,es_dato_real,nota
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 3,Pastaza,550,0.9316,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 2,Pichincha,4834,8.1877,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 5,Santa Elena,965,1.6345,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 4,Santo Domingo de los Tsáchilas,1371,2.3222,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 1,Sucumbíos,1029,1.7429,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 3,Tungurahua,909,1.5396,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 7,Zamora Chinchipe,433,0.7334,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,No especificada,Zona en estudio,0,0.0,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 6,Azuay,0,31.81198,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 5,Bolívar,0,23.561293,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 6,Cañar,0,15.210169,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 1,Carchi,0,13.13542,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 3,Chimborazo,0,46.261145,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 3,Cotopaxi,0,45.420693,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 7,El Oro,0,21.647369,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 1,Esmeraldas,0,33.214223,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 5,Galápagos,0,0.03077,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 5,Guayas,0,120.211726,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 1,Imbabura,0,34.956354,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 7,Loja,0,35.032788,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 5,Los Ríos,0,52.363419,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 4,Manabí,0,87.848439,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 6,Morona Santiago,0,10.645384,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 2,Napo,0,7.113639,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 2,Orellana,0,7.297835,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 3,Pastaza,0,4.897307,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 2,Pichincha,0,49.748323,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 5,Santa Elena,0,17.290132,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 4,Santo Domingo de los Tsáchilas,0,18.400477,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 1,Sucumbíos,0,9.413242,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 3,Tungurahua,0,37.746718,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,Zona 7,Zamora Chinchipe,0,6.019358,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2025,12,,No especificada,Zona en estudio,0,0.034047,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 6,Azuay,12685,8.3574,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 5,Bolívar,9689,6.3835,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 6,Cañar,6155,4.0552,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 1,Carchi,5560,3.6632,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 3,Chimborazo,19917,13.1222,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 3,Cotopaxi,19207,12.6544,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 7,El Oro,9080,5.9823,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 1,Esmeraldas,15970,10.5217,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 5,Galápagos,15,0.0099,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 5,Guayas,49766,32.788,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 1,Imbabura,15377,10.131,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 7,Loja,14166,9.3332,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 5,Los Ríos,20713,13.6466,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 4,Manabí,36362,23.9569,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 6,Morona Santiago,4436,2.9226,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 2,Napo,2841,1.8718,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 2,Orellana,3070,2.0226,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 3,Pastaza,2105,1.3869,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 2,Pichincha,22683,14.9445,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 5,Santa Elena,7173,4.7259,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 4,Santo Domingo de los Tsáchilas,7411,4.8827,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 1,Sucumbíos,4182,2.7553,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 3,Tungurahua,16027,10.5593,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,Zona 7,Zamora Chinchipe,2459,1.6201,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-mis-mejores-anos,Pensión Mis Mejores Años,2026,07,2026-07-31,No especificada,Zona en estudio,106,0.0698,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 6,Azuay,0,8.796857,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 5,Bolívar,0,4.598236,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 6,Cañar,0,3.773556,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 1,Carchi,0,2.127384,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 3,Chimborazo,0,6.359442,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 3,Cotopaxi,0,6.580658,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 7,El Oro,0,6.266019,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 1,Esmeraldas,0,9.928308,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 5,Galápagos,0,0.014155,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 5,Guayas,0,35.738879,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 1,Imbabura,0,5.925542,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 7,Loja,0,8.128446,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 5,Los Ríos,0,11.211946,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 4,Manabí,0,24.187952,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 6,Morona Santiago,0,4.244293,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 2,Napo,0,2.986896,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 2,Orellana,0,3.198405,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 3,Pastaza,0,1.617383,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 2,Pichincha,0,15.233007,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 5,Santa Elena,0,6.461874,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 4,Santo Domingo de los Tsáchilas,0,5.832061,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 1,Sucumbíos,0,3.485151,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 3,Tungurahua,0,4.799002,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,Zona 7,Zamora Chinchipe,0,2.106809,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2025,12,,No especificada,Zona en estudio,0,0.00822,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
pension-toda-una-vida,Pensión Toda Una Vida,2026,07,2026-07-31,Zona 6,Azuay,3404,2.3084,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-toda-una-vida,Pensión Toda Una Vida,2026,07,2026-07-31,Zona 5,Bolívar,1827,1.239,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-toda-una-vida,Pensión Toda Una Vida,2026,07,2026-07-31,Zona 6,Cañar,1473,0.9989,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-toda-una-vida,Pensión Toda Una Vida,2026,07,2026-07-31,Zona 1,Carchi,869,0.5893,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-toda-una-vida,Pensión Toda Una Vida,2026,07,2026-07-31,Zona 3,Chimborazo,2488,1.6872,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-toda-una-vida,Pensión Toda Una Vida,2026,07,2026-07-31,Zona 3,Cotopaxi,2590,1.7564,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-toda-una-vida,Pensión Toda Una Vida,2026,07,2026-07-31,Zona 7,El Oro,2413,1.6363,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-toda-una-vida,Pensión Toda Una Vida,2026,07,2026-07-31,Zona 1,Esmeraldas,4403,2.9858,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-toda-una-vida,Pensión Toda Una Vida,2026,07,2026-07-31,Zona 5,Galápagos,9,0.0061,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-toda-una-vida,Pensión Toda Una Vida,2026,07,2026-07-31,Zona 5,Guayas,14121,9.576,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-toda-una-vida,Pensión Toda Una Vida,2026,07,2026-07-31,Zona 1,Imbabura,2417,1.6391,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-toda-una-vida,Pensión Toda Una Vida,2026,07,2026-07-31,Zona 7,Loja,3226,2.1877,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
pension-toda-una-vida,Pensión Toda Una Vida,2026,07,2026-07-31,Zona 5,Los Ríos,4403,2.9858,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
